Trial_ID,Pitch_Number,Condition_Mode,Selected_Pitch_Type,Selected_Course_Zone,Target_Pos_X,Target_Pos_Y,Target_Pos_Z,Impact_Pos_X,Impact_Pos_Y,Impact_Pos_Z,Noise_Delta_Distance,Mitt_Start_X,Mitt_Start_Y,Mitt_Start_Z,Mitt_Catch_X,Mitt_Catch_Y,Mitt_Catch_Z,Mitt_Movement_Distance,Catch_Result,Batter_Reaction
Sub_Test01,1,Active_Noise,Straight,Mid Center,-0.041,0.917,-19.681,-0.175,0.797,-19.681,0.180,-0.046,0.913,-19.712,-0.261,0.731,-19.482,0.364,Strike_PassedBall,Swing
Sub_Test01,2,Active_Noise,Straight,Low Inside,-0.083,0.875,-19.724,-0.116,0.903,-19.724,0.043,-0.079,0.889,-19.729,-0.127,0.828,-19.578,0.169,Strike,CheckSwing
Sub_Test01,3,Active_Noise,Straight,Low Inside,-0.080,0.881,-19.771,0.007,0.876,-19.771,0.087,-0.090,0.892,-19.757,-0.077,0.876,-19.771,0.025,Strike_PassedBall,CheckSwing
Sub_Test01,4,Active_Noise,Straight,Low Inside,-0.083,0.867,-19.773,-0.018,0.907,-19.773,0.076,-0.062,0.879,-19.776,-0.035,0.857,-19.720,0.066,Strike_PassedBall,CheckSwing
Sub_Test01,5,Active_Noise,Straight,Low Center,-0.037,0.863,-19.767,-0.025,0.770,-19.767,0.094,-0.020,0.894,-19.780,-0.096,0.744,-19.532,0.299,Strike_PassedBall,Swing
Sub_Test01,6,Active_Noise,Straight,Low Center,-0.048,0.861,-19.784,-0.043,0.852,-19.784,0.010,-0.054,0.867,-19.795,-0.095,0.813,-19.712,0.107,Strike_PassedBall,CheckSwing
Sub_Test01,7,Active_Noise,Straight,Low Center,-0.067,0.858,-19.789,-0.096,0.720,-19.789,0.141,-0.070,0.876,-19.793,-0.154,0.689,-19.555,0.314,Strike_PassedBall,CheckSwing
Sub_Test01,8,Active_Noise,Straight,Low Inside,-0.073,0.874,-19.798,-0.041,1.000,-19.798,0.131,-0.072,0.874,-19.814,-0.084,0.803,-19.611,0.216,Strike,Swing
Sub_Test01,9,Active_Noise,Straight,Low Inside,-0.074,0.878,-19.814,1.892,-6.418,-19.814,7.556,-0.077,0.912,-19.767,0.037,0.910,-19.613,0.191,Strike,Swing
