Trial_ID,Pitch_Number,Condition_Mode,Selected_Pitch_Type,Selected_Course_Zone,Target_Pos_X,Target_Pos_Y,Target_Pos_Z,Impact_Pos_X,Impact_Pos_Y,Impact_Pos_Z,Noise_Delta_Distance,Mitt_Start_X,Mitt_Start_Y,Mitt_Start_Z,Mitt_Catch_X,Mitt_Catch_Y,Mitt_Catch_Z,Mitt_Movement_Distance,Catch_Result,Batter_Reaction
Sub_Test01,1,Active_Noise,Straight,Mid Center,-0.019,1.033,-19.796,0.188,1.160,-19.796,0.243,-0.044,0.679,-19.881,0.247,1.153,-19.677,0.593,Strike,CheckSwing
Sub_Test01,2,Active_Noise,Straight,Mid Center,-0.003,1.043,-19.656,-0.152,1.029,-19.656,0.150,-0.001,0.758,-19.852,-0.164,1.030,-19.692,0.355,Strike,Swing
Sub_Test01,3,Active_Noise,Straight,Mid Center,-0.011,1.007,-19.653,0.140,0.903,-19.653,0.184,-0.038,0.782,-19.875,0.051,1.003,-19.654,0.325,Strike,Take
Sub_Test01,4,Active_Noise,Straight,Mid Center,0.000,1.016,-19.723,0.098,1.052,-19.723,0.105,-0.018,0.898,-19.763,0.137,1.002,-19.644,0.222,Strike,Take
Sub_Test01,5,Active_Noise,Straight,Mid Inside,-0.134,0.979,-19.726,-0.291,1.035,-19.726,0.167,-0.135,0.811,-19.773,-0.482,1.069,-19.841,0.437,Ball_PassedBall,CheckSwing
Sub_Test01,6,Active_Noise,Straight,Mid Center,-0.001,0.986,-19.673,-0.188,0.939,-19.673,0.194,-0.061,0.694,-19.826,-0.262,0.957,-19.693,0.356,Strike,CheckSwing
Sub_Test01,7,Active_Noise,Straight,Mid Center,-0.010,1.002,-19.672,0.083,0.927,-19.672,0.119,-0.076,0.593,-19.827,0.079,0.989,-19.671,0.453,Strike,Take
Sub_Test01,8,Active_Noise,Straight,Mid Center,-0.071,1.031,-19.693,0.037,1.017,-19.693,0.109,-0.045,0.804,-19.863,0.047,0.943,-19.698,0.234,Strike,CheckSwing
Sub_Test01,9,Active_Noise,Straight,Mid Inside,-0.149,0.985,-19.785,-0.204,0.932,-19.785,0.075,-0.093,0.862,-19.751,-0.228,0.814,-19.746,0.143,Strike,Swing
Sub_Test01,10,Active_Noise,Straight,Mid Center,0.004,1.093,-19.750,-0.210,1.104,-19.750,0.215,-0.043,0.951,-19.808,-0.382,0.929,-19.896,0.351,Strike_PassedBall,Take
Sub_Test01,11,Active_Noise,Straight,Mid Center,0.000,1.074,-19.714,-0.137,1.205,-19.714,0.189,-0.014,0.960,-19.788,-0.152,1.113,-19.694,0.227,Strike,Take
Sub_Test01,12,Active_Noise,Straight,Mid Center,0.025,1.084,-19.727,-0.118,1.002,-19.727,0.165,0.021,0.916,-19.829,-0.206,0.985,-19.729,0.258,Strike,CheckSwing
Sub_Test01,13,Active_Noise,Straight,Mid Center,0.005,1.054,-19.703,-0.116,0.984,-19.703,0.139,0.005,0.925,-19.855,-0.135,0.881,-19.766,0.172,Strike,Swing
Sub_Test01,14,Active_Noise,Straight,Mid Center,0.002,1.059,-19.694,-0.048,1.161,-19.694,0.114,-0.009,0.880,-19.795,-0.161,1.089,-19.718,0.270,Strike,Take
Sub_Test01,15,Active_Noise,Straight,Mid Center,-0.019,1.010,-19.753,-0.110,1.082,-19.753,0.116,-0.003,0.906,-19.766,-0.157,1.035,-19.696,0.213,Strike,Swing
Sub_Test01,16,Active_Noise,Straight,Mid Center,0.001,1.044,-19.703,0.144,1.063,-19.703,0.144,-0.007,0.932,-19.723,0.152,1.038,-19.639,0.209,Strike,Swing
Sub_Test01,17,Active_Noise,Straight,Mid Center,-0.039,1.057,-19.678,-0.206,1.163,-19.678,0.197,-0.041,0.810,-19.810,-0.241,1.066,-19.693,0.346,Strike,CheckSwing
Sub_Test01,18,Active_Noise,Straight,Mid Center,0.002,1.013,-19.728,-0.155,0.947,-19.728,0.170,-0.028,0.798,-19.829,-0.215,0.948,-19.719,0.264,Strike,Swing
Sub_Test01,19,Active_Noise,Straight,Mid Center,0.017,0.971,-19.717,-0.130,0.994,-19.717,0.149,-0.025,0.759,-19.831,-0.190,0.950,-19.720,0.275,Strike,CheckSwing
